tag,count,zh_name,confidence,note
heart_button,1765,心形纽扣,medium,自动拆词组合，建议校对语序
ammunition_pouch,1761,ammunitionpouch,low,"自动拆词；需校对未知片段: ammunition, pouch"
lettuce,1759,lettuce,low,自动拆词；需校对未知片段: lettuce
bruise_on_face,1757,bruise在脸,medium,自动拆词；需校对未知片段: bruise
sleeveless_turtleneck_leotard,1756,sleeveless高领连体衣,medium,自动拆词；需校对未知片段: sleeveless
plaid_jacket,1756,格纹夹克,medium,自动拆词组合，建议校对语序
orange_neckerchief,1752,橙色领巾,medium,自动拆词组合，建议校对语序
stroking_own_chin,1752,stroking自己的chin,low,"自动拆词；需校对未知片段: stroking, chin"
multicolored_horns,1751,多色角,medium,自动拆词组合，建议校对语序
grid_background,1748,网格背景,medium,自动拆词组合，建议校对语序
drinking_straw_in_mouth,1748,drinkingstraw在嘴,low,"自动拆词；需校对未知片段: drinking, straw"
diving_suit,1748,diving套装,medium,自动拆词；需校对未知片段: diving
sakuramon,1748,sakuramon,low,自动拆词；需校对未知片段: sakuramon
holding_water_gun,1747,拿着水枪,medium,自动拆词组合，建议校对语序
pixiv_username,1747,pixiv用户名,medium,自动拆词；需校对未知片段: pixiv
arm_between_breasts,1746,手臂之间乳房,medium,自动拆词组合，建议校对语序
two-tone_headwear,1746,两个tone头饰,medium,自动拆词；需校对未知片段: tone
brown_bowtie,1746,棕色领结,medium,自动拆词组合，建议校对语序
user_interface,1741,userinterface,low,"自动拆词；需校对未知片段: user, interface"
leg_armor,1738,腿盔甲,medium,自动拆词组合，建议校对语序
panda_ears,1738,panda耳朵,medium,自动拆词；需校对未知片段: panda
frilled_shorts,1735,荷叶边短裤,medium,自动拆词组合，建议校对语序
stab,1734,stab,low,自动拆词；需校对未知片段: stab
tricorne,1732,tricorne,low,自动拆词；需校对未知片段: tricorne
fortissimo,1732,fortissimo,low,自动拆词；需校对未知片段: fortissimo
cloth_gag,1727,cloth口球,medium,自动拆词；需校对未知片段: cloth
shirt_in_mouth,1721,衬衫在嘴,medium,自动拆词组合，建议校对语序
in-franchise_crossover,1716,在franchisecrossover,low,"自动拆词；需校对未知片段: franchise, crossover"
purple_tail,1712,紫色尾巴,medium,自动拆词组合，建议校对语序
juice,1711,juice,low,自动拆词；需校对未知片段: juice
multicolored_coat,1709,多色外套,medium,自动拆词组合，建议校对语序
team_rocket_uniform,1709,teamrocket制服,low,"自动拆词；需校对未知片段: team, rocket"
colored_shoe_soles,1707,有色shoesoles,low,"自动拆词；需校对未知片段: shoe, soles"
neck_fur,1706,脖子毛皮,medium,自动拆词组合，建议校对语序
earth_(ornament),1706,earth（饰品）,low,自动拆词；需校对未知片段: earth
gym,1702,gym,low,自动拆词；需校对未知片段: gym
sparkler,1702,sparkler,low,自动拆词；需校对未知片段: sparkler
light_blue_background,1702,浅色蓝色背景,medium,自动拆词组合，建议校对语序
berry,1702,berry,low,自动拆词；需校对未知片段: berry
mustache_stubble,1702,mustache胡茬,medium,自动拆词；需校对未知片段: mustache
3d_background,1701,3d背景,medium,自动拆词；需校对未知片段: 3d
greco-roman_clothes,1701,grecoroman服装,low,"自动拆词；需校对未知片段: greco, roman"
butterfly_on_hand,1701,蝴蝶在手,medium,自动拆词组合，建议校对语序
turtleneck_leotard,1699,高领连体衣,medium,自动拆词组合，建议校对语序
stone_wall,1695,stone墙,medium,自动拆词；需校对未知片段: stone
gradient_clothes,1693,渐变服装,medium,自动拆词组合，建议校对语序
blank_censor,1693,blankcensor,low,"自动拆词；需校对未知片段: blank, censor"
blue_feathers,1693,蓝色羽毛,medium,自动拆词组合，建议校对语序
cupping_hands,1692,cupping双手,medium,自动拆词；需校对未知片段: cupping
horse_penis,1691,horse阴茎,medium,自动拆词；需校对未知片段: horse
sleep_mask,1691,sleep面具,medium,自动拆词；需校对未知片段: sleep
unworn_bag,1689,未穿戴包,medium,自动拆词组合，建议校对语序
back_focus,1685,背后特写,medium,自动拆词组合，建议校对语序
year_of_the_dragon,1685,年dragon,medium,自动拆词；需校对未知片段: dragon
gold_choker,1680,金色项圈,medium,自动拆词组合，建议校对语序
open_robe,1678,打开长袍,medium,自动拆词组合，建议校对语序
multiple_piercings,1676,多个piercings,medium,自动拆词；需校对未知片段: piercings
icho_private_high_school_uniform,1676,ichoprivatehigh学校制服,low,"自动拆词；需校对未知片段: icho, private, high"
ginkgo_leaf,1674,ginkgo叶子,medium,自动拆词；需校对未知片段: ginkgo
chainmail,1671,chainmail,low,自动拆词；需校对未知片段: chainmail
2014,1670,2014,medium,自动拆词组合，建议校对语序
object_through_head,1669,物体视头,medium,自动拆词组合，建议校对语序
scar_on_stomach,1668,伤疤在stomach,medium,自动拆词；需校对未知片段: stomach
strongman_waist,1667,strongman腰,medium,自动拆词；需校对未知片段: strongman
loose_bowtie,1665,宽松领结,medium,自动拆词组合，建议校对语序
cooperative_paizuri,1662,cooperativepaizuri,low,"自动拆词；需校对未知片段: cooperative, paizuri"
blue_tongue,1659,蓝色舌头,medium,自动拆词组合，建议校对语序
blue_pupils,1658,蓝色瞳孔,medium,自动拆词组合，建议校对语序
tropical_fish,1658,tropical鱼,medium,自动拆词；需校对未知片段: tropical
unworn_sandals,1656,未穿戴sandals,medium,自动拆词；需校对未知片段: sandals
yellow_coat,1654,黄色外套,medium,自动拆词组合，建议校对语序
white_armor,1654,白色盔甲,medium,自动拆词组合，建议校对语序
forked_tongue,1653,forked舌头,medium,自动拆词；需校对未知片段: forked
eyewear_strap,1653,眼镜带子,medium,自动拆词组合，建议校对语序
a_certain_high_school_uniform,1651,certainhigh学校制服,low,"自动拆词；需校对未知片段: certain, high"
transparent_wings,1649,透明翅膀,medium,自动拆词组合，建议校对语序
falling_feathers,1647,falling羽毛,medium,自动拆词；需校对未知片段: falling
gun_sling,1646,枪sling,medium,自动拆词；需校对未知片段: sling
shimaidon_(sex),1645,shimaidon（性交）,low,自动拆词；需校对未知片段: shimaidon
pink_pantyhose,1644,粉色连裤袜,medium,自动拆词组合，建议校对语序
