tag,count,zh_name,confidence,note
minotaur,946,弥诺陶洛斯,medium,自动拆词组合，建议校对语序
candlelight,946,candlelight,low,自动拆词；需校对未知片段: candlelight
salad,946,salad,low,自动拆词；需校对未知片段: salad
tumblr_username,946,tumblr用户名,medium,自动拆词；需校对未知片段: tumblr
finger_frame,945,手指框,medium,自动拆词组合，建议校对语序
on_roof,945,在roof,medium,自动拆词；需校对未知片段: roof
before_and_after,945,before之后,medium,自动拆词；需校对未知片段: before
racecar,945,racecar,low,自动拆词；需校对未知片段: racecar
elvaan,944,elvaan,low,自动拆词；需校对未知片段: elvaan
radish,944,radish,low,自动拆词；需校对未知片段: radish
ornament,943,饰品,medium,自动拆词组合，建议校对语序
perfume_bottle,943,perfume瓶,medium,自动拆词；需校对未知片段: perfume
blue_shawl,943,蓝色shawl,medium,自动拆词；需校对未知片段: shawl
butterfly_brooch,942,蝴蝶胸针,medium,自动拆词组合，建议校对语序
diamond_hair_ornament,941,菱形头发饰品,medium,自动拆词组合，建议校对语序
white_sarong,940,白色sarong,medium,自动拆词；需校对未知片段: sarong
precum_drip,940,precumdrip,low,"自动拆词；需校对未知片段: precum, drip"
cum_inflation,940,精液inflation,medium,自动拆词；需校对未知片段: inflation
heart_on_chest,939,心形在胸部,medium,自动拆词组合，建议校对语序
kamiyama_high_school_uniform_(project_sekai),939,kamiyamahigh学校制服（project_sekai）,low,"自动拆词；需校对未知片段: kamiyama, high"
green_one-piece_swimsuit,938,绿色一个件泳装,medium,自动拆词组合，建议校对语序
split_theme,938,分开theme,medium,自动拆词；需校对未知片段: theme
purple_tongue,938,紫色舌头,medium,自动拆词组合，建议校对语序
wavy_eyes,938,wavy眼睛,medium,自动拆词；需校对未知片段: wavy
testicle_grab,938,testicle抓住,medium,自动拆词；需校对未知片段: testicle
shell_hair_ornament,937,壳头发饰品,medium,自动拆词组合，建议校对语序
grey_serafuku,936,灰色水手服,medium,自动拆词组合，建议校对语序
lace-trimmed_thighhighs,936,蕾丝饰边长筒袜,medium,自动拆词组合，建议校对语序
crane_(animal),935,crane（动物）,low,自动拆词；需校对未知片段: crane
orange_cape,935,橙色披肩,medium,自动拆词组合，建议校对语序
heart-shaped_eyes,935,心形形眼睛,medium,自动拆词组合，建议校对语序
american_flag_print,935,american旗帜印花,medium,自动拆词；需校对未知片段: american
severed_limb,934,severedlimb,low,"自动拆词；需校对未知片段: severed, limb"
chain_headband,934,链条headband,medium,自动拆词；需校对未知片段: headband
massage,933,massage,low,自动拆词；需校对未知片段: massage
holding_frying_pan,933,拿着fryingpan,low,"自动拆词；需校对未知片段: frying, pan"
dirt,933,dirt,low,自动拆词；需校对未知片段: dirt
ghost_pose,933,幽灵姿势,medium,自动拆词组合，建议校对语序
orange_leotard,932,橙色连体衣,medium,自动拆词组合，建议校对语序
sling_bikini_top,932,sling比基尼上装,medium,自动拆词；需校对未知片段: sling
spanish_text,932,spanish文字,medium,自动拆词；需校对未知片段: spanish
kabuto_(helmet),931,kabuto（头盔）,low,自动拆词；需校对未知片段: kabuto
planet_hair_ornament,931,planet头发饰品,medium,自动拆词；需校对未知片段: planet
hair_color_connection,930,头发color连接,medium,自动拆词；需校对未知片段: color
mat,929,mat,low,自动拆词；需校对未知片段: mat
text_messaging,929,文字messaging,medium,自动拆词；需校对未知片段: messaging
patchwork_clothes,929,patchwork服装,medium,自动拆词；需校对未知片段: patchwork
ball_and_chain_restraint,928,球链条restraint,medium,自动拆词；需校对未知片段: restraint
hat_on_back,928,帽子在背后,medium,自动拆词组合，建议校对语序
watermelon_slice,928,watermelonslice,low,"自动拆词；需校对未知片段: watermelon, slice"
oversized_breast_cup,928,过大乳房杯子,medium,自动拆词组合，建议校对语序
lap_pillow_invitation,928,lap枕头invitation,low,"自动拆词；需校对未知片段: lap, invitation"
holding_teapot,926,拿着teapot,medium,自动拆词；需校对未知片段: teapot
head_on_chest,926,头在胸部,medium,自动拆词组合，建议校对语序
pants_under_skirt,926,裤子下裙子,medium,自动拆词组合，建议校对语序
arm_between_legs,926,手臂之间腿,medium,自动拆词组合，建议校对语序
pearl_hair_ornament,926,pearl头发饰品,medium,自动拆词；需校对未知片段: pearl
hand_on_own_ear,923,手在自己的耳朵,medium,自动拆词组合，建议校对语序
unworn_bikini_bottom,923,未穿戴比基尼下装,medium,自动拆词组合，建议校对语序
popsicle_in_mouth,923,popsicle在嘴,medium,自动拆词；需校对未知片段: popsicle
punk,922,punk,low,自动拆词；需校对未知片段: punk
milky_way,922,milkyway,low,"自动拆词；需校对未知片段: milky, way"
multicolored_hairband,922,多色发带,medium,自动拆词组合，建议校对语序
wet_towel,921,湿towel,medium,自动拆词；需校对未知片段: towel
drop-shaped_pupils,921,drop形瞳孔,medium,自动拆词；需校对未知片段: drop
purple_serafuku,919,紫色水手服,medium,自动拆词组合，建议校对语序
western_comics_(style),919,westerncomics（style）,low,"自动拆词；需校对未知片段: western, comics"
in_palm,919,在palm,medium,自动拆词；需校对未知片段: palm
implied_fingering,919,暗示fingering,medium,自动拆词；需校对未知片段: fingering
mitre,919,mitre,low,自动拆词；需校对未知片段: mitre
hand_over_eye,919,手覆在眼,medium,自动拆词组合，建议校对语序
frilled_jacket,919,荷叶边夹克,medium,自动拆词组合，建议校对语序
license_plate,918,licenseplate,low,"自动拆词；需校对未知片段: license, plate"
breaking,918,breaking,low,自动拆词；需校对未知片段: breaking
penis_on_ass,918,阴茎在屁股,medium,自动拆词组合，建议校对语序
two-finger_salute,918,两个手指salute,medium,自动拆词；需校对未知片段: salute
aqua_bra,918,水色bra,medium,自动拆词；需校对未知片段: bra
blue_pajamas,918,蓝色pajamas,medium,自动拆词；需校对未知片段: pajamas
moth,918,蛾,medium,自动拆词组合，建议校对语序
smoke_trail,918,smoketrail,low,"自动拆词；需校对未知片段: smoke, trail"
beetle,917,beetle,low,自动拆词；需校对未知片段: beetle
cheekbones,916,cheekbones,low,自动拆词；需校对未知片段: cheekbones
polka_dot_ribbon,916,polka点丝带,medium,自动拆词；需校对未知片段: polka
ribbon_braid,916,丝带braid,medium,自动拆词；需校对未知片段: braid
red_curtains,916,红色curtains,medium,自动拆词；需校对未知片段: curtains
peony_(flower),915,peony（花）,low,自动拆词；需校对未知片段: peony
halter_shirt,915,halter衬衫,medium,自动拆词；需校对未知片段: halter
red_sports_bra,915,红色运动bra,medium,自动拆词；需校对未知片段: bra
zeon,915,zeon,low,自动拆词；需校对未知片段: zeon
shotgun_shell,915,shotgun壳,medium,自动拆词；需校对未知片段: shotgun
crocodilian,914,crocodilian,low,自动拆词；需校对未知片段: crocodilian
nudist,914,nudist,low,自动拆词；需校对未知片段: nudist
meta,913,meta,low,自动拆词；需校对未知片段: meta
sideless_kimono,913,sideless和服,medium,自动拆词；需校对未知片段: sideless
single_knee_pad,912,单个膝pad,medium,自动拆词；需校对未知片段: pad
long_shirt,911,长衬衫,medium,自动拆词组合，建议校对语序
whiskey,911,whiskey,low,自动拆词；需校对未知片段: whiskey
v_over_mouth,911,v覆在嘴,medium,自动拆词；需校对未知片段: v
maid_day,911,女仆日,medium,自动拆词组合，建议校对语序
multiple_scars,911,多个scars,medium,自动拆词；需校对未知片段: scars
apartment,910,apartment,low,自动拆词；需校对未知片段: apartment
segmented_comic,910,segmentedcomic,low,"自动拆词；需校对未知片段: segmented, comic"
fidgeting,909,fidgeting,low,自动拆词；需校对未知片段: fidgeting
adam's_apple,908,adam'sapple,low,"自动拆词；需校对未知片段: adam's, apple"
saliva_drip,908,salivadrip,low,"自动拆词；需校对未知片段: saliva, drip"
cross-laced_slit,908,十字蕾丝边slit,medium,自动拆词；需校对未知片段: slit
hand_on_another's_hand,907,手在他人的手,medium,自动拆词组合，建议校对语序
syrup,907,syrup,low,自动拆词；需校对未知片段: syrup
orange_socks,907,橙色袜子,medium,自动拆词组合，建议校对语序
cream_on_face,907,cream在脸,medium,自动拆词；需校对未知片段: cream
joy-con,907,joycon,low,"自动拆词；需校对未知片段: joy, con"
flag_background,906,旗帜背景,medium,自动拆词组合，建议校对语序
sam_browne_belt,906,sambrowne腰带,low,"自动拆词；需校对未知片段: sam, browne"
satin_panties,906,satin内裤,medium,自动拆词；需校对未知片段: satin
embroidery,905,embroidery,low,自动拆词；需校对未知片段: embroidery
pov_across_table,904,pov横过桌子,medium,自动拆词；需校对未知片段: pov
hand_on_another's_ear,904,手在他人的耳朵,medium,自动拆词组合，建议校对语序
fishing_line,904,fishingline,low,"自动拆词；需校对未知片段: fishing, line"
onii-shota,904,onii正太,medium,自动拆词；需校对未知片段: onii
ivy,903,ivy,low,自动拆词；需校对未知片段: ivy
pink_umbrella,903,粉色伞,medium,自动拆词组合，建议校对语序
imperial_japanese_army,903,imperialjapanesearmy,low,"自动拆词；需校对未知片段: imperial, japanese, army"
broken_window,902,破损window,medium,自动拆词；需校对未知片段: window
double_horizontal_stripe,901,双horizontalstripe,low,"自动拆词；需校对未知片段: horizontal, stripe"
sticky_note,901,stickynote,low,"自动拆词；需校对未知片段: sticky, note"
jetpack,901,jetpack,low,自动拆词；需校对未知片段: jetpack
two-sided_skirt,901,两个双面裙子,medium,自动拆词组合，建议校对语序
genderswap_(otf),900,genderswap（otf）,low,自动拆词；需校对未知片段: genderswap
blue_umbrella,899,蓝色伞,medium,自动拆词组合，建议校对语序
legband,899,legband,low,自动拆词；需校对未知片段: legband
track_uniform,899,track制服,medium,自动拆词；需校对未知片段: track
musical_note_print,898,musicalnote印花,low,"自动拆词；需校对未知片段: musical, note"
off-shoulder_one-piece_swimsuit,897,露出肩一个件泳装,medium,自动拆词组合，建议校对语序
holding_wrench,896,拿着wrench,medium,自动拆词；需校对未知片段: wrench
hollow_eyes,896,hollow眼睛,medium,自动拆词；需校对未知片段: hollow
holding_another's_leg,895,拿着他人的腿,medium,自动拆词组合，建议校对语序
pineapple,895,pineapple,low,自动拆词；需校对未知片段: pineapple
goat,894,山羊,medium,自动拆词组合，建议校对语序
wizard,894,wizard,low,自动拆词；需校对未知片段: wizard
soap_bottle,893,soap瓶,medium,自动拆词；需校对未知片段: soap
decapitation,893,decapitation,low,自动拆词；需校对未知片段: decapitation
unworn_eyepatch,893,未穿戴eyepatch,medium,自动拆词；需校对未知片段: eyepatch
hooded_dress,893,带兜帽连衣裙,medium,自动拆词组合，建议校对语序
nipple_pull,892,乳头拉,medium,自动拆词组合，建议校对语序
negative_space,891,negativespace,low,"自动拆词；需校对未知片段: negative, space"
crawling,891,crawling,low,自动拆词；需校对未知片段: crawling
floating_book,891,漂浮book,medium,自动拆词；需校对未知片段: book
guard_rail,891,guardrail,low,"自动拆词；需校对未知片段: guard, rail"
rabbit_costume,891,兔子服装,medium,自动拆词组合，建议校对语序
seal_(animal),891,seal（动物）,low,自动拆词；需校对未知片段: seal
hakurei_shrine,890,hakureishrine,low,"自动拆词；需校对未知片段: hakurei, shrine"
holding_riding_crop,890,拿着骑乘crop,medium,自动拆词；需校对未知片段: crop
skeleton_print,890,skeleton印花,medium,自动拆词；需校对未知片段: skeleton
pectoral_focus,890,胸肌特写,medium,自动拆词组合，建议校对语序
tokyo_(city),890,tokyo（city）,low,自动拆词；需校对未知片段: tokyo
wataboushi,889,wataboushi,low,自动拆词；需校对未知片段: wataboushi
huge_dildo,889,巨大dildo,medium,自动拆词；需校对未知片段: dildo
glove_biting,888,手套biting,medium,自动拆词；需校对未知片段: biting
st._theresa's_girls_academy_school_uniform,888,st.theresa'sgirls学园学校制服,low,"自动拆词；需校对未知片段: st., theresa's, girls"
age_comparison,887,agecomparison,low,"自动拆词；需校对未知片段: age, comparison"
self_hug,887,自己hug,medium,自动拆词；需校对未知片段: hug
baby_bottle,887,baby瓶,medium,自动拆词；需校对未知片段: baby
st._chronica_academy_school_uniform,886,st.chronica学园学校制服,low,"自动拆词；需校对未知片段: st., chronica"
food_on_breasts,885,食物在乳房,medium,自动拆词组合，建议校对语序
flying_paper,885,飞起纸,medium,自动拆词组合，建议校对语序
breast_milk,884,乳房milk,medium,自动拆词；需校对未知片段: milk
chocolate_cake,884,巧克力cake,medium,自动拆词；需校对未知片段: cake
pinstripe_suit,884,pinstripe套装,medium,自动拆词；需校对未知片段: pinstripe
green_cloak,884,绿色斗篷,medium,自动拆词组合，建议校对语序
spaceship_hair_ornament,884,spaceship头发饰品,medium,自动拆词；需校对未知片段: spaceship
bowler_hat,883,bowler帽子,medium,自动拆词；需校对未知片段: bowler
joystick,882,joystick,low,自动拆词；需校对未知片段: joystick
pump_action,882,pumpaction,low,"自动拆词；需校对未知片段: pump, action"
box_art,882,盒子art,medium,自动拆词；需校对未知片段: art
pegasus_knight_uniform_(fire_emblem),882,pegasusknight制服（fire_emblem）,low,"自动拆词；需校对未知片段: pegasus, knight"
green_eyeshadow,882,绿色眼影,medium,自动拆词组合，建议校对语序
orange_rose,882,橙色rose,medium,自动拆词；需校对未知片段: rose
teeth_hold,881,牙齿hold,medium,自动拆词；需校对未知片段: hold
mesugaki,881,mesugaki,low,自动拆词；需校对未知片段: mesugaki
wallpaper_(object),881,wallpaper（物体）,low,自动拆词；需校对未知片段: wallpaper
sadism,881,sadism,low,自动拆词；需校对未知片段: sadism
cat_bag,880,猫包,medium,自动拆词组合，建议校对语序
cracked_floor,879,cracked地板,medium,自动拆词；需校对未知片段: cracked
lipgloss,879,lipgloss,low,自动拆词；需校对未知片段: lipgloss
bandaged_wrist,878,绷带包扎手腕,medium,自动拆词组合，建议校对语序
holding_swimsuit,878,拿着泳装,medium,自动拆词组合，建议校对语序
mast,878,mast,low,自动拆词；需校对未知片段: mast
implied_kiss,877,暗示kiss,medium,自动拆词；需校对未知片段: kiss
tag,877,tag,low,自动拆词；需校对未知片段: tag
spiked_hairband,877,spiked发带,medium,自动拆词；需校对未知片段: spiked
glass_bottle,876,镜瓶,medium,自动拆词组合，建议校对语序
coat_dress,876,外套连衣裙,medium,自动拆词组合，建议校对语序
black_sky,876,黑色天空,medium,自动拆词组合，建议校对语序
inkwell,875,inkwell,low,自动拆词；需校对未知片段: inkwell
jester,874,jester,low,自动拆词；需校对未知片段: jester
holomyth,874,holomyth,low,自动拆词；需校对未知片段: holomyth
pubic_stubble,873,阴部胡茬,medium,自动拆词组合，建议校对语序
long_nose,872,长鼻子,medium,自动拆词组合，建议校对语序
stopwatch,872,stopwatch,low,自动拆词；需校对未知片段: stopwatch
shoulder_belt,872,肩腰带,medium,自动拆词组合，建议校对语序
holding_footwear,872,拿着鞋类,medium,自动拆词组合，建议校对语序
holding_toy,871,拿着玩具,medium,自动拆词组合，建议校对语序
food_art,871,食物art,medium,自动拆词；需校对未知片段: art
roots,871,roots,low,自动拆词；需校对未知片段: roots
pokemon_move,871,pokemonmove,low,"自动拆词；需校对未知片段: pokemon, move"
hugging_book,870,抱着book,medium,自动拆词；需校对未知片段: book
brown_border,870,棕色边框,medium,自动拆词组合，建议校对语序
nissin_cup_noodle,870,nissin杯子noodle,low,"自动拆词；需校对未知片段: nissin, noodle"
vignetting,870,vignetting,low,自动拆词；需校对未知片段: vignetting
marshmallow,869,marshmallow,low,自动拆词；需校对未知片段: marshmallow
half-skirt,869,half裙子,medium,自动拆词；需校对未知片段: half
glock,868,glock,low,自动拆词；需校对未知片段: glock
fast_food,868,fast食物,medium,自动拆词；需校对未知片段: fast
orange_jumpsuit,868,橙色jumpsuit,medium,自动拆词；需校对未知片段: jumpsuit
flower_in_eye,868,花在眼,medium,自动拆词组合，建议校对语序
midriff_sarashi,867,midriffsarashi,low,"自动拆词；需校对未知片段: midriff, sarashi"
red_track_suit,867,红色track套装,medium,自动拆词；需校对未知片段: track
k-pop,867,kpop,low,"自动拆词；需校对未知片段: k, pop"
speaking_tube_headset,867,speaking筒状headset,low,"自动拆词；需校对未知片段: speaking, headset"
cum_on_eyewear,866,精液在眼镜,medium,自动拆词组合，建议校对语序
grey_suit,866,灰色套装,medium,自动拆词组合，建议校对语序
hooded_vest,866,带兜帽背心,medium,自动拆词组合，建议校对语序
miyamasuzaka_girls'_academy_school_uniform,866,miyamasuzakagirls'学园学校制服,low,"自动拆词；需校对未知片段: miyamasuzaka, girls'"
scylla,865,scylla,low,自动拆词；需校对未知片段: scylla
bathrobe,863,bathrobe,low,自动拆词；需校对未知片段: bathrobe
mole_on_body,863,痣在身体,medium,自动拆词组合，建议校对语序
spoiler_(automobile),863,spoiler（automobile）,low,自动拆词；需校对未知片段: spoiler
holding_fireworks,862,拿着fireworks,medium,自动拆词；需校对未知片段: fireworks
sequential,860,sequential,low,自动拆词；需校对未知片段: sequential
coif,860,coif,low,自动拆词；需校对未知片段: coif
alternate_pectoral_size,860,替换胸肌size,medium,自动拆词；需校对未知片段: size
chained_wrists,859,chainedwrists,low,"自动拆词；需校对未知片段: chained, wrists"
hogwarts_school_uniform,858,hogwarts学校制服,medium,自动拆词；需校对未知片段: hogwarts
throwing_knife,858,throwing刀,medium,自动拆词；需校对未知片段: throwing
prototype_design,858,prototypedesign,low,"自动拆词；需校对未知片段: prototype, design"
bikini_shorts,858,比基尼短裤,medium,自动拆词组合，建议校对语序
bow_skirt,858,蝴蝶结裙子,medium,自动拆词组合，建议校对语序
side-tie_peek,858,侧边系带露出,medium,自动拆词组合，建议校对语序
groom,857,groom,low,自动拆词；需校对未知片段: groom
tweaking_own_nipple,857,tweaking自己的乳头,medium,自动拆词；需校对未知片段: tweaking
bralines,857,bralines,low,自动拆词；需校对未知片段: bralines
blue_camisole,856,蓝色吊带背心,medium,自动拆词组合，建议校对语序
gauze,855,gauze,low,自动拆词；需校对未知片段: gauze
striped_coat,855,条纹外套,medium,自动拆词组合，建议校对语序
holding_with_feet,854,拿着脚,medium,自动拆词组合，建议校对语序
pizza_box,854,pizza盒子,medium,自动拆词；需校对未知片段: pizza
pelt,854,pelt,low,自动拆词；需校对未知片段: pelt
chaldea_logo,854,chaldea标志,medium,自动拆词；需校对未知片段: chaldea
unfastened,853,unfastened,low,自动拆词；需校对未知片段: unfastened
merchandise,853,merchandise,low,自动拆词；需校对未知片段: merchandise
greek_toe,853,greektoe,low,"自动拆词；需校对未知片段: greek, toe"
black_armband,853,黑色臂章,medium,自动拆词组合，建议校对语序
bird_print,851,鸟印花,medium,自动拆词组合，建议校对语序
shared_object_insertion,851,共享物体insertion,medium,自动拆词；需校对未知片段: insertion
hanging_plant,851,hangingplant,low,"自动拆词；需校对未知片段: hanging, plant"
bee,851,bee,low,自动拆词；需校对未知片段: bee
hand_on_glass,851,手在镜,medium,自动拆词组合，建议校对语序
vertical-striped_socks,850,竖向条纹袜子,medium,自动拆词组合，建议校对语序
used_condom_on_penis,850,usedcondom在阴茎,low,"自动拆词；需校对未知片段: used, condom"
plaid_ribbon,850,格纹丝带,medium,自动拆词组合，建议校对语序
sparse_stubble,850,sparse胡茬,medium,自动拆词；需校对未知片段: sparse
...?,850,...?,low,自动拆词；需校对未知片段: ...?
webbed_hands,850,webbed双手,medium,自动拆词；需校对未知片段: webbed
contrast,850,contrast,low,自动拆词；需校对未知片段: contrast
virgin_destroyer_sweater,850,virgindestroyer毛衣,low,"自动拆词；需校对未知片段: virgin, destroyer"
skull_ornament,849,骷髅饰品,medium,自动拆词组合，建议校对语序
isometric,848,isometric,low,自动拆词；需校对未知片段: isometric
holding_test_tube,848,拿着test筒状,medium,自动拆词；需校对未知片段: test
otter,848,otter,low,自动拆词；需校对未知片段: otter
volleyball_net,847,volleyballnet,low,"自动拆词；需校对未知片段: volleyball, net"
fat_rolls,847,fatrolls,low,"自动拆词；需校对未知片段: fat, rolls"
cola,846,cola,low,自动拆词；需校对未知片段: cola
glory_wall,846,glory墙,medium,自动拆词；需校对未知片段: glory
weapon_case,846,武器case,medium,自动拆词；需校对未知片段: case
lowleg_skirt,845,lowleg裙子,medium,自动拆词；需校对未知片段: lowleg
fur-trimmed_shirt,845,毛皮饰边衬衫,medium,自动拆词组合，建议校对语序
missing_limb,845,missinglimb,low,"自动拆词；需校对未知片段: missing, limb"
lightning_bolt_print,845,lightning螺栓印花,medium,自动拆词；需校对未知片段: lightning
studded_collar,844,studded衣领,medium,自动拆词；需校对未知片段: studded
hospital,843,hospital,low,自动拆词；需校对未知片段: hospital
holding_mop,843,拿着mop,medium,自动拆词；需校对未知片段: mop
headlight,843,headlight,low,自动拆词；需校对未知片段: headlight
bear_boy,843,熊男孩,medium,自动拆词组合，建议校对语序
toggles,842,toggles,low,自动拆词；需校对未知片段: toggles
blue_tabard,842,蓝色tabard,medium,自动拆词；需校对未知片段: tabard
gao,842,gao,low,自动拆词；需校对未知片段: gao
holly_hair_ornament,842,holly头发饰品,medium,自动拆词；需校对未知片段: holly
pendant_watch,841,pendantwatch,low,"自动拆词；需校对未知片段: pendant, watch"
chrysanthemum,841,chrysanthemum,low,自动拆词；需校对未知片段: chrysanthemum
menu_board,841,menuboard,low,"自动拆词；需校对未知片段: menu, board"
mismatched_sclera,841,不匹配巩膜,medium,自动拆词组合，建议校对语序
swiss_roll,840,swissroll,low,"自动拆词；需校对未知片段: swiss, roll"
prostration,840,prostration,low,自动拆词；需校对未知片段: prostration
mutual_masturbation,840,mutual自慰,medium,自动拆词；需校对未知片段: mutual
