tag,count,zh_name,confidence,note
official_alternate_costume,225665,官方替换服装,medium,自动拆词组合，建议校对语序
striped_clothes,198065,条纹服装,medium,自动拆词组合，建议校对语序
rabbit_ears,189631,兔子耳朵,medium,自动拆词组合，建议校对语序
dark-skinned_female,146761,深色皮肤女性,medium,自动拆词组合，建议校对语序
completely_nude,142366,完全裸体,medium,自动拆词组合，建议校对语序
black_pantyhose,141072,黑色连裤袜,medium,自动拆词组合，建议校对语序
hand_on_own_hip,125620,手在自己的臀部,medium,自动拆词组合，建议校对语序
loli,124937,萝莉,high,
clothing_cutout,121589,服装开洞,medium,自动拆词组合，建议校对语序
muscular,112819,肌肉发达,medium,自动拆词组合，建议校对语序
upper_teeth_only,104994,上牙齿仅,medium,自动拆词组合，建议校对语序
colored_skin,98305,有色皮肤,medium,自动拆词组合，建议校对语序
side-tie_bikini_bottom,83802,侧边系带比基尼下装,medium,自动拆词组合，建议校对语序
playboy_bunny,82752,花花公子兔女郎,high,
white_socks,80206,白色袜子,medium,自动拆词组合，建议校对语序
female_pubic_hair,75433,女性阴部头发,medium,自动拆词组合，建议校对语序
muscular_male,75109,肌肉发达男性,medium,自动拆词组合，建议校对语序
dark-skinned_male,70557,深色皮肤男性,medium,自动拆词组合，建议校对语序
black_socks,66442,黑色袜子,medium,自动拆词组合，建议校对语序
single_hair_bun,61221,单个头发发髻,medium,自动拆词组合，建议校对语序
grabbing_another's_breast,58320,抓住他人的乳房,medium,自动拆词组合，建议校对语序
bug,56981,虫,medium,自动拆词组合，建议校对语序
red_necktie,56695,红色领带,medium,自动拆词组合，建议校对语序
breasts_out,55592,乳房露出,medium,自动拆词组合，建议校对语序
aged_down,55292,年龄变小,medium,自动拆词组合，建议校对语序
?,53804,？,high,符号表情标签
striped_thighhighs,51920,条纹长筒袜,medium,自动拆词组合，建议校对语序
rabbit_tail,51013,兔子尾巴,medium,自动拆词组合，建议校对语序
red_bowtie,50092,红色领结,medium,自动拆词组合，建议校对语序
^^^,46548,^^^,medium,符号/表情标签
black_necktie,46085,黑色领带,medium,自动拆词组合，建议校对语序
covering_privates,41756,遮住私处,medium,自动拆词组合，建议校对语序
scar_on_face,41520,伤疤在脸,medium,自动拆词组合，建议校对语序
large_pectorals,40876,大胸肌,medium,自动拆词组合，建议校对语序
red_neckerchief,38847,红色领巾,medium,自动拆词组合，建议校对语序
white_pantyhose,38001,白色连裤袜,medium,自动拆词组合，建议校对语序
hand_fan,37751,手扇子,medium,自动拆词组合，建议校对语序
clothing_aside,37048,服装拨开,medium,自动拆词组合，建议校对语序
neck_bell,36305,脖子铃铛,medium,自动拆词组合，建议校对语序
bikini_top_only,34879,比基尼上装仅,medium,自动拆词组合，建议校对语序
colored_sclera,34468,有色巩膜,medium,自动拆词组合，建议校对语序
blue_necktie,32614,蓝色领带,medium,自动拆词组合，建议校对语序
topless_male,31321,上身裸露男性,medium,自动拆词组合，建议校对语序
swim_ring,30767,swim泳圈,medium,自动拆词；需校对未知片段: swim
one-hour_drawing_challenge,29539,一小时绘画挑战,high,
mature_male,29491,成熟男性,medium,自动拆词组合，建议校对语序
vertical-striped_clothes,29407,竖向条纹服装,medium,自动拆词组合，建议校对语序
unworn_headwear,29366,未穿戴头饰,medium,自动拆词组合，建议校对语序
brown_pantyhose,28910,棕色连裤袜,medium,自动拆词组合，建议校对语序
black_bowtie,27993,黑色领结,medium,自动拆词组合，建议校对语序
hand_in_own_hair,27986,手在自己的头发,medium,自动拆词组合，建议校对语序
tanlines,27147,晒痕,high,
animal_hands,26895,动物双手,medium,自动拆词组合，建议校对语序
abyssal_ship,26255,深海舰船,medium,自动拆词组合，建议校对语序
mini_person,25810,迷你人物,medium,自动拆词组合，建议校对语序
hands_on_own_hips,25548,双手在自己的臀部,medium,自动拆词组合，建议校对语序
furry_female,25433,兽人女性,medium,自动拆词组合，建议校对语序
blue_one-piece_swimsuit,25047,蓝色一个件泳装,medium,自动拆词组合，建议校对语序
furrowed_brow,25037,furrowed眉,medium,自动拆词；需校对未知片段: furrowed
aged_up,24592,年龄变大,medium,自动拆词组合，建议校对语序
mature_female,24349,成熟女性,medium,自动拆词组合，建议校对语序
female_masturbation,24265,女性自慰,medium,自动拆词组合，建议校对语序
breasts_squeezed_together,24177,乳房挤压在一起,medium,自动拆词组合，建议校对语序
rabbit,24063,兔子,medium,自动拆词组合，建议校对语序
official_alternate_hairstyle,23485,官方替换发型,medium,自动拆词组合，建议校对语序
partially_fingerless_gloves,23421,部分露指手套,medium,自动拆词组合，建议校对语序
rabbit_girl,22881,兔子女孩,medium,自动拆词组合，建议校对语序
unworn_hat,22752,未穿戴帽子,medium,自动拆词组合，建议校对语序
blue_bowtie,22618,蓝色领结,medium,自动拆词组合，建议校对语序
eyebrows_hidden_by_hair,22440,眉毛隐藏被头发,medium,自动拆词组合，建议校对语序
hugging_object,21328,抱着物体,medium,自动拆词组合，建议校对语序
torn_pantyhose,20893,破损连裤袜,medium,自动拆词组合，建议校对语序
fishnet_pantyhose,20809,网眼连裤袜,medium,自动拆词组合，建议校对语序
furry_male,20533,兽人男性,medium,自动拆词组合，建议校对语序
front-tie_bikini_top,20291,前部系带比基尼上装,medium,自动拆词组合，建议校对语序
lab_coat,19971,实验服,high,
dakimakura_(medium),19942,抱枕（媒介）,high,
cum_overflow,19827,精液overflow,medium,自动拆词；需校对未知片段: overflow
black_one-piece_swimsuit,19759,黑色一个件泳装,medium,自动拆词组合，建议校对语序
nipple_stimulation,19677,乳头stimulation,medium,自动拆词；需校对未知片段: stimulation
winter_uniform,18904,winter制服,medium,自动拆词；需校对未知片段: winter
covering_own_mouth,18831,遮住自己的嘴,medium,自动拆词组合，建议校对语序
yellow_ascot,18730,黄色领巾,medium,自动拆词组合，建议校对语序
shota,18226,正太,medium,自动拆词组合，建议校对语序
long_bangs,17941,长刘海,medium,自动拆词组合，建议校对语序
vision_(genshin_impact),17881,vision（genshin_impact）,low,自动拆词；需校对未知片段: vision
foot_focus,17850,脚特写,medium,自动拆词组合，建议校对语序
straight-on,17435,straight在,medium,自动拆词；需校对未知片段: straight
white_one-piece_swimsuit,17343,白色一个件泳装,medium,自动拆词组合，建议校对语序
tail_ornament,17264,尾巴饰品,medium,自动拆词组合，建议校对语序
selfie,16718,selfie,low,自动拆词；需校对未知片段: selfie
single_side_bun,16663,单个侧边发髻,medium,自动拆词组合，建议校对语序
tracen_school_uniform,16166,tracen学校制服,medium,自动拆词；需校对未知片段: tracen
body_fur,16011,身体毛皮,medium,自动拆词组合，建议校对语序
reaching_towards_viewer,15994,reachingtowardsviewer,low,"自动拆词；需校对未知片段: reaching, towards, viewer"
bird_wings,15857,鸟翅膀,medium,自动拆词组合，建议校对语序
summer_uniform,15690,summer制服,medium,自动拆词；需校对未知片段: summer
looking_ahead,15478,看着ahead,medium,自动拆词；需校对未知片段: ahead
checkered_clothes,15373,棋盘格服装,medium,自动拆词组合，建议校对语序
food-themed_hair_ornament,15303,食物主题头发饰品,medium,自动拆词组合，建议校对语序
pom_pom_(cheerleading),15083,绒球绒球（cheerleading）,medium,自动拆词组合，建议校对语序
artist_logo,15046,artist标志,medium,自动拆词；需校对未知片段: artist
retro_artstyle,14817,retroartstyle,low,"自动拆词；需校对未知片段: retro, artstyle"
feather_hair_ornament,14590,羽毛头发饰品,medium,自动拆词组合，建议校对语序
headpat,14569,headpat,low,自动拆词；需校对未知片段: headpat
blood_on_clothes,14528,血在服装,medium,自动拆词组合，建议校对语序
bridal_garter,14094,新娘吊袜带,medium,自动拆词组合，建议校对语序
tube_top,14090,筒状上装,medium,自动拆词组合，建议校对语序
painting_(medium),13693,painting（媒介）,low,自动拆词；需校对未知片段: painting
stuffed_rabbit,13566,填充兔子,medium,自动拆词组合，建议校对语序
white_fur,13469,白色毛皮,medium,自动拆词组合，建议校对语序
uneven_legwear,13299,不均匀腿部穿着,medium,自动拆词组合，建议校对语序
blue_halo,13257,蓝色光环,medium,自动拆词组合，建议校对语序
open_cardigan,12941,打开开衫,medium,自动拆词组合，建议校对语序
two-tone_dress,12910,两个tone连衣裙,medium,自动拆词；需校对未知片段: tone
stretching,12867,stretching,low,自动拆词；需校对未知片段: stretching
tight_clothes,12700,紧身服装,medium,自动拆词组合，建议校对语序
blue_neckerchief,12674,蓝色领巾,medium,自动拆词组合，建议校对语序
ear_covers,12668,耳朵covers,medium,自动拆词；需校对未知片段: covers
cone_hair_bun,12628,cone头发发髻,medium,自动拆词；需校对未知片段: cone
hugging_own_legs,12529,抱着自己的腿,medium,自动拆词组合，建议校对语序
own_hands_clasped,12325,自己的双手clasped,medium,自动拆词；需校对未知片段: clasped
hand_on_own_head,12313,手在自己的头,medium,自动拆词组合，建议校对语序
yellow_neckerchief,12250,黄色领巾,medium,自动拆词组合，建议校对语序
oil-paper_umbrella,12189,oil纸伞,medium,自动拆词；需校对未知片段: oil
hakama_short_skirt,12172,袴短裙子,medium,自动拆词组合，建议校对语序
red_ascot,12149,红色领巾,medium,自动拆词组合，建议校对语序
arm_strap,12071,手臂带子,medium,自动拆词组合，建议校对语序
bare_pectorals,11946,bare胸肌,medium,自动拆词；需校对未知片段: bare
tile_floor,11933,tile地板,medium,自动拆词；需校对未知片段: tile
pink_halo,11868,粉色光环,medium,自动拆词组合，建议校对语序
unworn_eyewear,11782,未穿戴眼镜,medium,自动拆词组合，建议校对语序
torn_thighhighs,11559,破损长筒袜,medium,自动拆词组合，建议校对语序
animal_nose,11539,动物鼻子,medium,自动拆词组合，建议校对语序
reference_sheet,11529,引用sheet,medium,自动拆词；需校对未知片段: sheet
bat_(animal),11529,蝙蝠（动物）,medium,自动拆词组合，建议校对语序
grabbing_own_breast,11480,抓住自己的乳房,medium,自动拆词组合，建议校对语序
imminent_penetration,11458,即将penetration,medium,自动拆词；需校对未知片段: penetration
animification,11364,animification,low,自动拆词；需校对未知片段: animification
public_indecency,11321,publicindecency,low,"自动拆词；需校对未知片段: public, indecency"
