tag_id,name,category,count,zh_name,zh_name_2,source,confidence,note,donmai_url,api_status
1684829,heads_together,0,7741,头靠在一起,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/heads_together,ok
1733109,jaggy_lines,0,7721,锯齿线,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/jaggy_lines,ok
1782390,traditional_bowtie,0,7617,传统领结,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/traditional_bowtie,ok
797417,ear_bow,0,7552,耳朵蝴蝶结,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/ear_bow,ok
1389146,white_neckerchief,0,7364,白色领巾,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/white_neckerchief,ok
695377,planted,0,7267,种植的,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/planted,ok
1827216,cube_hair_ornament,0,7168,立方体发饰,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/cube_hair_ornament,ok
706041,cross-shaped_pupils,0,7103,十字形瞳孔,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/cross-shaped_pupils,ok
710095,striped_bowtie,0,7095,条纹领结,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/striped_bowtie,ok
647130,white_necktie,0,7082,白色领带,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/white_necktie,ok
569436,blood_on_hands,0,7032,手上的血,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/blood_on_hands,not_found
1669073,official_alternate_hair_length,0,6926,官方替换发长,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/official_alternate_hair_length,ok
511691,sweater_lift,0,6890,掀毛衣,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/sweater_lift,ok
1875949,lower_teeth_only,0,6637,仅露下牙,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/lower_teeth_only,ok
1483713,multiple_rings,0,6626,多个戒指,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/multiple_rings,ok
665797,hand_on_own_ass,0,6565,手放在自己臀部,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/hand_on_own_ass,ok
1394528,single_sidelock,0,6556,单侧侧发,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/single_sidelock,ok
1312163,purple_necktie,0,6504,紫色领带,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/purple_necktie,ok
1397752,two-tone_shirt,0,6486,双色衬衫,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/two-tone_shirt,ok
1335474,sleeves_past_elbows,0,6441,袖子超过手肘,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/sleeves_past_elbows,not_found
1399176,two-tone_fur,0,6428,双色毛皮,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/two-tone_fur,ok
1915972,medium_bangs,0,6351,中等刘海,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/medium_bangs,ok
375037,striped_socks,0,6294,条纹袜子,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/striped_socks,ok
1531697,mismatched_pupils,0,6291,异色瞳孔,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/mismatched_pupils,ok
1234394,see-through_shirt,0,6210,透视衬衫,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/see-through_shirt,ok
672073,brown_fur,0,6154,棕色毛皮,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/brown_fur,ok
1972174,holding_removed_eyewear,0,6149,拿着摘下的眼镜,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/holding_removed_eyewear,ok
564680,print_pantyhose,0,6147,印花连裤袜,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/print_pantyhose,ok
568650,grey_pantyhose,0,6124,灰色连裤袜,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/grey_pantyhose,ok
1385298,animal_ear_headphones,0,6049,动物耳耳机,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/animal_ear_headphones,ok
1313101,green_bowtie,0,5983,绿色领结,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/green_bowtie,ok
379182,energy,0,5857,能量,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/energy,ok
1413412,obijime,0,5834,带缔,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/obijime,ok
1555383,fur-trimmed_headwear,0,5830,毛边头饰,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/fur-trimmed_headwear,ok
1285261,pink_necktie,0,5800,粉色领带,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/pink_necktie,ok
673216,toeless_footwear,0,5797,露趾鞋履,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/toeless_footwear,ok
473292,blue_socks,0,5750,蓝色袜子,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/blue_socks,ok
675901,frilled_hat,0,5727,褶边帽子,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/frilled_hat,ok
547742,open_hands,0,5722,张开手,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/open_hands,ok
1632773,heart-shaped_chocolate,0,5627,心形巧克力,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/heart-shaped_chocolate,ok
494868,black_cloak,0,5610,黑色斗篷,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/black_cloak,ok
517481,winter_coat,0,5519,冬季外套,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/winter_coat,ok
1406853,serval_print,0,5512,薮猫印花,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/serval_print,ok
1437532,two-tone_jacket,0,5478,双色夹克,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/two-tone_jacket,ok
500990,torn_dress,0,5397,破损的连衣裙,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/torn_dress,ok
1373278,black_ascot,0,5391,黑色领巾,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/black_ascot,ok
1770615,red_gemstone,0,5356,红色宝石,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/red_gemstone,not_found
2006749,unworn_jacket,0,5338,未穿戴的夹克,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/unworn_jacket,ok
1235097,blood_on_weapon,0,5307,武器上的血,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/blood_on_weapon,ok
548543,arm_hair,0,5299,手臂毛发,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/arm_hair,ok
1400488,pink_neckerchief,0,5280,粉色领巾,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/pink_neckerchief,ok
1291900,yellow_fur,0,5235,黄色毛皮,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/yellow_fur,ok
394795,baggy_pants,0,5225,宽松裤子,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/baggy_pants,ok
2006753,unworn_mask,0,5210,未穿戴的面具,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/unworn_mask,ok
1341593,bandaged_hand,0,5202,缠绷带的手,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/bandaged_hand,ok
1396558,frilled_hair_tubes,0,5180,褶边发管,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/frilled_hair_tubes,ok
1582503,scar_on_chest,0,5159,胸口上的伤疤,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/scar_on_chest,ok
1528415,roswaal_mansion_maid_uniform,0,5137,罗兹瓦尔宅邸女仆装,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/roswaal_mansion_maid_uniform,ok
1636976,footwear_bow,0,5112,鞋上蝴蝶结,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/footwear_bow,ok
667663,elbow_rest,0,5076,手肘支撑,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/elbow_rest,ok
1477193,lightning_bolt_symbol,0,5075,闪电闪电符号,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/lightning_bolt_symbol,ok
570382,hands_in_hair,0,5042,手伸进头发,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/hands_in_hair,ok
1950723,unconventional_maid,0,5031,非传统女仆装,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/unconventional_maid,ok
663513,brown_bag,0,5027,棕色包,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/brown_bag,ok
1376523,weibo_username,0,5026,微博用户名,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/weibo_username,ok
492359,towel_on_head,0,5009,头上搭毛巾,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/towel_on_head,ok
1670357,furry_with_non-furry,0,5004,兽人与非兽人,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/furry_with_non-furry,ok
1320211,orange_bowtie,0,4977,橙色领结,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/orange_bowtie,ok
1524489,looking_at_object,0,4968,看向物体,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/looking_at_object,ok
1794320,bow-shaped_hair,0,4948,蝴蝶结形头发,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/bow-shaped_hair,ok
716981,holding_own_arm,0,4851,扶着自己的手臂,,assistant_category0_draft,待校对,??????????,https://danbooru.donmai.us/wiki_pages/holding_own_arm,ok
