"tag_id","name","category","count","ja_name","zh_name","work_hint","confidence","note"
"428824","bruno_bucciarati","4","1419","ブローノ・ブチャラティ","布鲁诺·布加拉提","ジョジョの奇妙な冒険","high",""
"1464773","nakano_itsuki","4","1419","中野五月","中野五月","五等分の花嫁","high",""
"1886282","robin_(male)_(fire_emblem)","4","1418","ルフレ（男）","鲁弗莱（男）","ファイアーエムブレム","high",""
"1630643","etorofu_(kancolle)","4","1412","択捉","择捉","艦隊これくしょん -艦これ-","high",""
"1518710","hisakawa_hayate","4","1412","久川颯","久川飒","アイドルマスター シンデレラガールズ","high",""
"439343","ragna_the_bloodedge","4","1411","ラグナ＝ザ＝ブラッドエッジ","拉格纳·布莱德艾奇","BLAZBLUE","medium","中文表記揺れ要確認"
"1706706","toutetsu_yuuma","4","1411","饕餮尤魔","饕餮尤魔","東方Project","high",""
"1589994","xingqiu_(genshin_impact)","4","1410","行秋","行秋","原神","high",""
"1512399","wraith_(apex_legends)","4","1409","レイス","恶灵","Apex Legends","high",""
"101524","bowser","4","1407","クッパ","酷霸王","スーパーマリオ","high",""
"1667157","m16a1_(girls'_frontline)","4","1407","M16A1","M16A1","ドールズフロントライン","high",""
"1462454","sonoda_chiyoko","4","1407","園田智代子","园田智代子","アイドルマスター シャイニーカラーズ","high",""
"1619061","jumpy_dumpty","4","1407","ジャンピー・ダンプティ","蹦蹦炸弹","原神","medium","クレー関連アイテム/爆弾タグ"
"1258989","failure_penguin","4","1406","失敗ペンギン","失败企鹅","東方Project","medium","二次創作/ネタ系タグ"
"1441567","monika_(doki_doki_literature_club)","4","1406","モニカ","莫妮卡","Doki Doki Literature Club!","high",""
"1533372","miyamoto_musashi_(swimsuit_berserker)_(fate)","4","1405","宮本武蔵（水着バーサーカー）","宫本武藏（泳装Berserker）","Fate","high",""
"1589926","kamina_(ttgl)","4","1404","カミナ","卡米那","天元突破グレンラガン","high",""
"1522439","niwatari_kutaka","4","1404","庭渡久侘歌","庭渡久侘歌","東方Project","high",""
"1684743","mr._c.b._(umamusume)","4","1402","ミスターシービー","千明代表","ウマ娘 プリティーダービー","high",""
"592340","snivy","4","1401","ツタージャ","藤藤蛇","ポケットモンスター","high",""
"1667150","st_ar-15_(girls'_frontline)","4","1398","ST AR-15","ST AR-15","ドールズフロントライン","high",""
"1631092","kamoi_(kancolle)","4","1398","神威","神威","艦隊これくしょん -艦これ-","high",""
"1436229","uehara_ayumu","4","1398","上原歩夢","上原步梦","ラブライブ!虹ヶ咲学園スクールアイドル同好会","high",""
"1304908","yamato-no-kami_yasusada","4","1396","大和守安定","大和守安定","刀剣乱舞","high",""
"1525546","kugisaki_nobara","4","1396","釘崎野薔薇","钉崎野蔷薇","呪術廻戦","high",""
"610092","yoshikawa_chinatsu","4","1395","吉川ちなつ","吉川千夏","ゆるゆり","high",""
"602082","charlotte_dunois","4","1395","シャルロット・デュノア","夏洛特·迪努亚","IS〈インフィニット・ストラトス〉","high",""
"1571821","modeus_(helltaker)","4","1395","モデウス","莫迪乌斯","Helltaker","high",""
"1462457","komiya_kaho","4","1393","小宮果穂","小宫果穗","アイドルマスター シャイニーカラーズ","high",""
"1677017","barghest_(fate)","4","1392","バーゲスト","巴格斯特","Fate","high",""
"663499","totoki_airi","4","1390","十時愛梨","十时爱梨","アイドルマスター シンデレラガールズ","high",""
"1386217","umikaze_(kancolle)","4","1387","海風","海风","艦隊これくしょん -艦これ-","high",""
"1657252","pomu_rainpuff","4","1387","ぽむ れいんぱふ","波姆·蕾恩帕芙","にじさんじ","medium","中文表記揺れ要確認"
"419122","tatsumi_kanji","4","1386","巽完二","巽完二","ペルソナ4","high",""
"1630693","hagikaze_(kancolle)","4","1385","萩風","萩风","艦隊これくしょん -艦これ-","high",""
"1432308","nishida_satono","4","1385","爾子田里乃","尔子田里乃","東方Project","high",""
"1468121","nakano_ichika","4","1385","中野一花","中野一花","五等分の花嫁","high",""
"816414","joseph_joestar_(old)","4","1384","ジョセフ・ジョースター（老年）","乔瑟夫·乔斯达（老年）","ジョジョの奇妙な冒険","high",""
"1258306","ninomiya_asuka","4","1383","二宮飛鳥","二宫飞鸟","アイドルマスター シンデレラガールズ","high",""
"1513846","sobble","4","1383","メッソン","泪眼蜥","ポケットモンスター","high",""
"1753908","goldenglow_(arknights)","4","1381","ゴールデングロー","澄闪","アークナイツ","high",""
"1435315","oyama_mihari","4","1377","緒山みはり","绪山美波里","お兄ちゃんはおしまい!","high",""
"2039817","minato_aqua_(sailor)","4","1376","湊あくあ（セーラー服）","凑阿库娅（水手服）","ホロライブ","high","衣装差分"
"1685273","tsukumo_sana","4","1376","九十九佐命","九十九佐命","ホロライブ","medium","中文表記揺れ要確認"
"16268","son_gohan","4","1373","孫悟飯","孙悟饭","ドラゴンボール","high",""
"445848","squirtle","4","1372","ゼニガメ","杰尼龟","ポケットモンスター","high",""
"1631145","little_boy_admiral_(kancolle)","4","1371","少年提督","少年提督","艦隊これくしょん -艦これ-","high","プレイヤー派生タグ"
"416940","su-san","4","1370","スーさん","小苏","東方Project","medium","キャラクター/愛称タグ"
