"tag_id","name","category","count","ja_name","zh_name","work_hint","confidence","note"
"1518950","inugami_korone","4","4735","戌神ころね","戌神沁音","ホロライブ","high",""
"1799500","asuna_(bunny)_(blue_archive)","4","4698","一之瀬アスナ（バニーガール）","一之濑明日奈（兔女郎）","ブルーアーカイブ","high","衣装差分"
"424565","shijou_takane","4","4697","四条貴音","四条贵音","アイドルマスター","high",""
"1631484","yamashiro_(kancolle)","4","4695","山城","山城","艦隊これくしょん -艦これ-","high",""
"12295","letty_whiterock","4","4678","レティ・ホワイトロック","蕾蒂·霍瓦特洛克","東方Project","high",""
"701140","komaeda_nagito","4","4673","狛枝凪斗","狛枝凪斗","ダンガンロンパ","high",""
"1246753","senketsu","4","4668","鮮血","鲜血","キルラキル","high",""
"593044","kousaka_honoka","4","4648","高坂穂乃果","高坂穗乃果","ラブライブ!","high",""
"466315","ash_ketchum","4","4642","サトシ","小智","ポケットモンスター","high",""
"1081167","mordred_(fate/apocrypha)","4","4628","モードレッド","莫德雷德","Fate/Apocrypha","high",""
"1549061","amane_kanata","4","4622","天音かなた","天音彼方","ホロライブ","high",""
"21","suigintou","4","4617","水銀燈","水银灯","ローゼンメイデン","high",""
"1316173","watanabe_you","4","4615","渡辺曜","渡边曜","ラブライブ!サンシャイン!!","high",""
"1502759","ookami_mio","4","4604","大神ミオ","大神澪","ホロライブ","high",""
"1630992","hiei_(kancolle)","4","4601","比叡","比叡","艦隊これくしょん -艦これ-","high",""
"1421198","bb_(fate)","4","4590","BB","BB","Fate","high",""
"1248945","wo-class_aircraft_carrier","4","4585","空母ヲ級","空母WO级","艦隊これくしょん -艦これ-","high","深海棲艦タグ"
"1584986","hoshino_(blue_archive)","4","4574","小鳥遊ホシノ","小鸟游星野","ブルーアーカイブ","high",""
"1500247","oozora_subaru","4","4572","大空スバル","大空昴","ホロライブ","high",""
"422767","gumi","4","4565","GUMI","GUMI","VOCALOID","high",""
"1231257","kiryuuin_satsuki","4","4565","鬼龍院皐月","鬼龙院皐月","キルラキル","high",""
"1631272","ro-500_(kancolle)","4","4565","呂500","吕500","艦隊これくしょん -艦これ-","high",""
"1328656","hecatia_lapislazuli","4","4546","ヘカーティア・ラピスラズリ","赫卡提亚·拉碧斯拉祖利","東方Project","high",""
"1631098","kasumi_(kancolle)","4","4533","霞","霞","艦隊これくしょん -艦これ-","high",""
"1623068","karin_(blue_archive)","4","4512","角楯カリン","角楯花凛","ブルーアーカイブ","high",""
"9072","kisaragi_chihaya","4","4503","如月千早","如月千早","アイドルマスター","high",""
"1822797","boo_tao_(genshin_impact)","4","4485","幽霊","幽灵","原神","medium","胡桃の幽霊マスコット俗称"
"1631042","iowa_(kancolle)","4","4482","Iowa","衣阿华","艦隊これくしょん -艦これ-","high",""
"1342225","verniy_(kancolle)","4","4458","Верный","Верный","艦隊これくしょん -艦これ-","high","響の改装後名"
"9079","kikuchi_makoto","4","4457","菊地真","菊地真","アイドルマスター","high",""
"1333552","kirishima_(kancolle)","4","4444","霧島","雾岛","艦隊これくしょん -艦これ-","high",""
"665139","shirasaka_koume","4","4443","白坂小梅","白坂小梅","アイドルマスター シンデレラガールズ","high",""
"1511455","yumemi_riamu","4","4426","夢見りあむ","梦见璃亚梦","アイドルマスター シンデレラガールズ","high",""
"9078","minase_iori","4","4425","水瀬伊織","水濑伊织","アイドルマスター","high",""
"15550","morrigan_aensland","4","4415","モリガン・アーンスランド","莫莉卡·安斯兰特","ヴァンパイア","medium","中文表記揺れ要確認"
"422691","oshino_shinobu","4","4414","忍野忍","忍野忍","〈物語〉シリーズ","high",""
"1933188","houshou_marine_(1st_costume)","4","4410","宝鐘マリン（初期衣装）","宝钟玛琳（初始服装）","ホロライブ","high","衣装差分"
"1646764","gold_ship_(umamusume)","4","4394","ゴールドシップ","黄金船","ウマ娘 プリティーダービー","high",""
"445830","red_(pokemon)","4","4387","レッド","赤红","ポケットモンスター","high",""
"644424","nami_(one_piece)","4","4385","ナミ","娜美","ONE PIECE","high",""
"1561709","bremerton_(azur_lane)","4","4381","ブレマートン","布莱默顿","アズールレーン","high",""
"615222","hoshizora_rin","4","4349","星空凛","星空凛","ラブライブ!","high",""
"1440040","atago_(azur_lane)","4","4344","愛宕","爱宕","アズールレーン","high",""
"448496","cynthia_(pokemon)","4","4340","シロナ","竹兰","ポケットモンスター","high",""
"1529309","anya_(spy_x_family)","4","4300","アーニャ・フォージャー","阿尼亚·福杰","SPY×FAMILY","high",""
"1770073","nishikigi_chisato","4","4294","錦木千束","锦木千束","リコリス・リコイル","high",""
"1350743","aqua_(konosuba)","4","4288","アクア","阿库娅","この素晴らしい世界に祝福を!","high",""
"1934883","oma_kokichi","4","4286","王馬小吉","王马小吉","ダンガンロンパ","high",""
"1531312","uruha_rushia","4","4285","潤羽るしあ","润羽露西娅","ホロライブ","high",""
"660315","shimamura_uzuki","4","4275","島村卯月","岛村卯月","アイドルマスター シンデレラガールズ","high",""
"472979","saber_alter","4","4265","セイバーオルタ","黑Saber","Fate","high","通称タグ"
"1292960","midoriya_izuku","4","4252","緑谷出久","绿谷出久","僕のヒーローアカデミア","high",""
"1598280","xiao_(genshin_impact)","4","4249","魈","魈","原神","high",""
"1586173","yukihana_lamy","4","4241","雪花ラミィ","雪花菈米","ホロライブ","high",""
"1644978","agnes_tachyon_(umamusume)","4","4239","アグネスタキオン","爱丽速子","ウマ娘 プリティーダービー","high",""
"13270","cammy_white","4","4227","キャミィ・ホワイト","嘉米·怀特","ストリートファイター","high",""
"460796","ex-keine","4","4216","EX慧音","EX慧音","東方Project","medium","上白沢慧音の変身形態タグ"
"1586175","shishiro_botan","4","4216","獅白ぼたん","狮白牡丹","ホロライブ","high",""
"1440089","prinz_eugen_(azur_lane)","4","4210","プリンツ・オイゲン","欧根亲王","アズールレーン","high",""
"1719003","sakamata_chloe","4","4204","沙花叉クロヱ","沙花叉克萝艾","ホロライブ","high",""
"1769318","jeanne_d'arc_(ruler)_(fate)","4","4191","ジャンヌ・ダルク（ルーラー）","贞德（Ruler）","Fate","high",""
"1631502","yuubari_(kancolle)","4","4181","夕張","夕张","艦隊これくしょん -艦これ-","high",""
"425446","ganaha_hibiki","4","4177","我那覇響","我那霸响","アイドルマスター","high",""
"1561704","higuchi_madoka","4","4165","樋口円香","樋口圆香","アイドルマスター シャイニーカラーズ","high",""
