"tag_id","name","category","count","ja_name","zh_name","work_hint","confidence","note"
"1627610","katsushika_hokusai_(fate)","4","2448","葛飾北斎","葛饰北斋","Fate","high",""
"1589924","simon_(ttgl)","4","2447","シモン","西蒙","天元突破グレンラガン","high",""
"554006","tachibana_kanade","4","2443","立華かなで","立华奏","Angel Beats!","high",""
"4587","shana","4","2441","シャナ","夏娜","灼眼のシャナ","high",""
"9081","futami_mami","4","2441","双海真美","双海真美","アイドルマスター","high",""
"482064","makinami_mari_illustrious","4","2440","真希波・マリ・イラストリアス","真希波·真理·伊拉丝多莉亚斯","ヱヴァンゲリヲン新劇場版","high",""
"660390","aoki_reika","4","2440","青木れいか","青木丽华","スマイルプリキュア!","high",""
"1630708","harusame_(kancolle)","4","2440","春雨","春雨","艦隊これくしょん -艦これ-","high",""
"1432467","morgan_le_fay_(fate)","4","2432","モルガン","摩根","Fate","high",""
"1440202","enterprise_(azur_lane)","4","2425","エンタープライズ","企业","アズールレーン","high",""
"557446","ethan_(pokemon)","4","2422","ヒビキ","响","ポケットモンスター","high",""
"420872","gertrud_barkhorn","4","2417","ゲルトルート・バルクホルン","格特鲁德·巴克霍隆","ストライクウィッチーズ","high",""
"1598223","kayoko_(blue_archive)","4","2416","鬼方カヨコ","鬼方佳代子","ブルーアーカイブ","high",""
"1440020","takao_(azur_lane)","4","2415","高雄","高雄","アズールレーン","high",""
"1701171","march_7th_(honkai:_star_rail)","4","2412","三月なのか","三月七","崩壊:スターレイル","high",""
"1399517","tippy_(gochiusa)","4","2407","ティッピー","提比","ご注文はうさぎですか?","high",""
"12298","lyrica_prismriver","4","2406","リリカ・プリズムリバー","莉莉卡·普莉兹姆利巴","東方Project","high",""
"1279297","yura_(kancolle)","4","2404","由良","由良","艦隊これくしょん -艦これ-","high",""
"1719005","hakui_koyori","4","2401","博衣こより","博衣小夜璃","ホロライブ","high",""
"1758613","ui_(blue_archive)","4","2399","古関ウイ","古关忧","ブルーアーカイブ","high",""
"1250855","hex_maniac_(pokemon)","4","2390","オカルトマニア","灵异迷","ポケットモンスター","medium","训练家职业标签"
"394317","rosalina","4","2388","ロゼッタ","罗莎塔","スーパーマリオ","high",""
"394054","louise_francoise_le_blanc_de_la_valliere","4","2383","ルイズ・フランソワーズ・ル・ブラン・ド・ラ・ヴァリエール","露易丝·法兰西斯·露·布兰·杜·拉·瓦利埃尔","ゼロの使い魔","high",""
"1674212","irys_(hololive)","4","2379","IRyS","IRyS","ホロライブ","high",""
"1341257","toga_himiko","4","2378","渡我被身子","渡我被身子","僕のヒーローアカデミア","high",""
"1459161","tsukino_mito","4","2378","月ノ美兎","月之美兔","にじさんじ","high",""
"1933166","ninomae_ina'nis_(1st_costume)","4","2365","一伊那尓栖（初期衣装）","一伊那尓栖（初始服装）","ホロライブ","medium","公式日本語表記の細部要確認"
"1933165","watson_amelia_(1st_costume)","4","2364","ワトソン・アメリア（初期衣装）","华生·阿米莉亚（初始服装）","ホロライブ","high","衣装差分"
"573907","blue_oak","4","2357","グリーン","小茂","ポケットモンスター","high",""
"1634527","arima_kana","4","2357","有馬かな","有马加奈","【推しの子】","high",""
"1525544","itadori_yuuji","4","2353","虎杖悠仁","虎杖悠仁","呪術廻戦","high",""
"1932888","yuuka_(track)_(blue_archive)","4","2353","早瀬ユウカ（体操服）","早濑优香（体操服）","ブルーアーカイブ","high","衣装差分"
"1620953","hifumi_(blue_archive)","4","2349","阿慈谷ヒフミ","阿慈谷日富美","ブルーアーカイブ","high",""
"1311294","gran_(granblue_fantasy)","4","2345","グラン","格兰","グランブルーファンタジー","high",""
"1447375","tamamo_cat_(fate)","4","2336","タマモキャット","玉藻猫","Fate","high",""
"700404","isuzu_hana","4","2334","五十鈴華","五十铃华","ガールズ&パンツァー","high",""
"1432299","matara_okina","4","2332","摩多羅隠岐奈","摩多罗隐岐奈","東方Project","high",""
"1817174","inkling_boy","4","2331","インクリングボーイ","乌贼男孩","スプラトゥーン","medium","玩家角色/种族通称"
"1630695","haguro_(kancolle)","4","2329","羽黒","羽黑","艦隊これくしょん -艦これ-","high",""
"1255756","t-head_admiral","4","2325","Tヘッド提督","T头提督","艦隊これくしょん -艦これ-","medium","玩家头像派生标签"
"1544632","mostima_(arknights)","4","2324","モスティマ","莫斯提马","アークナイツ","high",""
"1631206","mutsuki_(kancolle)","4","2321","睦月","睦月","艦隊これくしょん -艦これ-","high",""
"1440110","akagi_(azur_lane)","4","2312","赤城","赤城","アズールレーン","high",""
"436994","sakurai_momoka","4","2300","櫻井桃華","樱井桃华","アイドルマスター シンデレラガールズ","high",""
"409162","senjougahara_hitagi","4","2298","戦場ヶ原ひたぎ","战场原黑仪","〈物語〉シリーズ","high",""
"454513","hanekawa_tsubasa","4","2298","羽川翼","羽川翼","〈物語〉シリーズ","high",""
"395970","ranka_lee","4","2293","ランカ・リー","兰花·李","マクロスF","high",""
"1483850","napoleon_bonaparte_(fate)","4","2290","ナポレオン","拿破仑","Fate","high",""
"549180","kashiwazaki_sena","4","2289","柏崎星奈","柏崎星奈","僕は友達が少ない","high",""
"1267920","re-class_battleship","4","2289","戦艦レ級","战舰RE级","艦隊これくしょん -艦これ-","high","深海棲艦タグ"
"1549045","tsunomaki_watame","4","2288","角巻わため","角卷绵芽","ホロライブ","high",""
"1631440","u-511_(kancolle)","4","2286","U-511","U-511","艦隊これくしょん -艦これ-","high",""
"385134","ushiromiya_battler","4","2284","右代宮戦人","右代宫战人","うみねこのなく頃に","high",""
"615289","hilbert_(pokemon)","4","2281","トウヤ","斗也","ポケットモンスター","high",""
"1814848","takodachi_(ninomae_ina'nis)","4","2281","タコダチ","Takodachi","ホロライブ","medium","ファン/マスコットタグ"
"1257126","p-head_producer","4","2279","Pヘッドプロデューサー","P头制作人","アイドルマスター","medium","玩家/制作人头像派生标签"
"99","shinku","4","2278","真紅","真红","ローゼンメイデン","high",""
"772426","ohtsuki_yui","4","2278","大槻唯","大槻唯","アイドルマスター シンデレラガールズ","high",""
"1287911","hino_akane_(smile_precure!)","4","2274","日野あかね","日野茜","スマイルプリキュア!","high",""
"1624414","neru_(blue_archive)","4","2274","美甘ネル","美甘宁瑠","ブルーアーカイブ","high",""
"1234829","yang_xiao_long","4","2272","ヤン・シャオロン","阳小龙","RWBY","high",""
