"tag_id","name","category","count","ja_name","zh_name","work_hint","confidence","note"
"1631348","shinshuu_maru_(kancolle)","4","805","神州丸","神州丸","艦隊これくしょん -艦これ-","high",""
"1567155","shinonome_akito","4","805","東雲彰人","东云彰人","プロジェクトセカイ","high",""
"1599618","whislash_(arknights)","4","805","ウィスラッシュ","鞭刃","アークナイツ","high",""
"1693037","le_malin_(listless_lapin)_(azur_lane)","4","805","ル・マラン（ぐーだらディマンシュ）","恶毒（懒懒的白兔）","アズールレーン","medium","衣装名の正式表記要確認"
"605494","filia_(skullgirls)","4","804","フィリア","菲莉娅","Skullgirls","high",""
"712651","isobe_noriko","4","804","磯辺典子","矶边典子","ガールズ&パンツァー","high",""
"1933214","hakos_baelz_(1st_costume)","4","804","ハコス・ベールズ（初期衣装）","哈可斯·贝尔丝（初始服装）","ホロライブ","medium","中文表記揺れ要確認/衣装差分"
"1790199","copano_rickey_(umamusume)","4","804","コパノリッキー","小林历奇","ウマ娘 プリティーダービー","high",""
"406554","latias","4","803","ラティアス","拉帝亚斯","ポケットモンスター","high",""
"1240058","hange_zoe","4","803","ハンジ・ゾエ","韩吉·佐耶","進撃の巨人","high",""
"1374971","female_protagonist_(pokemon_go)","4","803","女性主人公","女性主角","ポケモンGO","medium","プレイヤーキャラクター汎用タグ"
"1555021","sei_shounagon_(fate)","4","803","清少納言","清少纳言","Fate","high",""
"680146","mary_(ib)","4","802","メアリー","玛丽","Ib","high",""
"1782491","oberon_(third_ascension)_(fate)","4","802","オベロン（第三再臨）","奥伯龙（第三再临）","Fate","high",""
"1388311","elizabeth_bathory_(brave)_(fate)","4","801","エリザベート・バートリー〔ブレイブ〕","伊丽莎白·巴托里〔勇者〕","Fate","high",""
"1822926","penny_(pokemon)","4","801","ボタン","牡丹","ポケットモンスター","high",""
"11683","optimus_prime","4","801","オプティマスプライム","擎天柱","トランスフォーマー","high",""
"1720787","lyney_(genshin_impact)","4","800","リネ","林尼","原神","high",""
"1764432","jeanne_d'arc_(third_ascension)_(fate)","4","799","ジャンヌ・ダルク（第三再臨）","贞德（第三再临）","Fate","high",""
"1682885","atsuko_(blue_archive)","4","798","秤アツコ","秤敦子","ブルーアーカイブ","high",""
