"tag_id","name","category","count","ja_name","zh_name","work_hint","confidence","note"
"12107","kotomine_kirei","4","3194","言峰綺礼","言峰绮礼","Fate","high",""
"563892","kirito","4","3194","キリト","桐人","ソードアート・オンライン","high",""
"620175","mikasa_ackerman","4","3194","ミカサ・アッカーマン","三笠·阿克曼","進撃の巨人","high",""
"1782915","ijichi_nijika","4","3192","伊地知虹夏","伊地知虹夏","ぼっち・ざ・ろっく!","high",""
"1525541","gojou_satoru","4","3188","五条悟","五条悟","呪術廻戦","high",""
"382076","hiiragi_tsukasa","4","3174","柊つかさ","柊司","らき☆すた","high",""
"1468120","nakano_nino","4","3168","中野二乃","中野二乃","五等分の花嫁","high",""
"1627605","kama_(fate)","4","3160","カーマ","迦摩","Fate","high",""
"1325863","robin_(fire_emblem)","4","3159","ルフレ","鲁弗莱","ファイアーエムブレム","medium","男女主人公共通タグ"
"660098","futaba_anzu","4","3158","双葉杏","双叶杏","アイドルマスター シンデレラガールズ","high",""
"722007","katyusha_(girls_und_panzer)","4","3152","カチューシャ","卡秋莎","ガールズ&パンツァー","high",""
"1342592","shimada_arisu","4","3149","島田愛里寿","岛田爱里寿","ガールズ&パンツァー","high",""
"649693","jack_the_ripper_(fate/apocrypha)","4","3149","ジャック・ザ・リッパー","开膛手杰克","Fate/Apocrypha","high",""
"665397","koshimizu_sachiko","4","3146","輿水幸子","舆水幸子","アイドルマスター シンデレラガールズ","high",""
"711691","motoori_kosuzu","4","3133","本居小鈴","本居小铃","東方Project","high",""
"1442945","exusiai_(arknights)","4","3129","エクシア","能天使","アークナイツ","high",""
"1524970","reisalin_stout","4","3126","ライザリン・シュタウト","莱莎琳·斯托特","ライザのアトリエ","high",""
"437574","shirai_kuroko","4","3120","白井黒子","白井黑子","とあるシリーズ","high",""
"1295748","mercy_(overwatch)","4","3119","マーシー","天使","オーバーウォッチ","high",""
"13543","hyuuga_hinata","4","3115","日向ヒナタ","日向雏田","NARUTO","high",""
"1594094","pecorine_(princess_connect!)","4","3109","ペコリーヌ","佩可莉姆","プリンセスコネクト!Re:Dive","high",""
"1645002","nice_nature_(umamusume)","4","3108","ナイスネイチャ","优秀素质","ウマ娘 プリティーダービー","high",""
"1544892","raihan_(pokemon)","4","3099","キバナ","奇巴纳","ポケットモンスター","high",""
"1478507","iskandar_(fate)","4","3097","イスカンダル","伊斯坎达尔","Fate","high",""
"1275713","akigumo_(kancolle)","4","3088","秋雲","秋云","艦隊これくしょん -艦これ-","high",""
"1337035","leon_(pokemon)","4","3088","ダンデ","丹帝","ポケットモンスター","high",""
"1441167","ayanami_(azur_lane)","4","3086","綾波","绫波","アズールレーン","high",""
"419123","shirogane_naoto","4","3085","白鐘直斗","白钟直斗","ペルソナ4","high",""
"1792624","kafka_(honkai:_star_rail)","4","3072","カフカ","卡芙卡","崩壊:スターレイル","high",""
"1599722","aru_(blue_archive)","4","3072","陸八魔アル","陆八魔亚瑠","ブルーアーカイブ","high",""
"527774","monkey_d._luffy","4","3059","モンキー・D・ルフィ","蒙奇·D·路飞","ONE PIECE","high",""
"11349","ryuuguu_rena","4","3055","竜宮レナ","龙宫礼奈","ひぐらしのなく頃に","high",""
"1240694","ruby_rose","4","3040","ルビー・ローズ","露比·罗丝","RWBY","high",""
"1333466","emilia_(re:zero)","4","3036","エミリア","爱蜜莉雅","Re:ゼロから始める異世界生活","high",""
"403357","nia_teppelin","4","3029","ニア・テッペリン","妮亚·特佩林","天元突破グレンラガン","high",""
"1631514","z1_leberecht_maass_(kancolle)","4","3027","Z1 レーベレヒト・マース","Z1 莱伯勒希特·马斯","艦隊これくしょん -艦これ-","high",""
"1566117","kal'tsit_(arknights)","4","3021","ケルシー","凯尔希","アークナイツ","high",""
"12514","shiranui_mai","4","3018","不知火舞","不知火舞","餓狼伝説/ザ・キング・オブ・ファイターズ","high",""
"1628204","momoi_(blue_archive)","4","3009","才羽モモイ","才羽桃井","ブルーアーカイブ","high",""
"1462591","narmaya_(granblue_fantasy)","4","3008","ナルメア","娜露梅","グランブルーファンタジー","high",""
"8956","star_sapphire","4","3006","スターサファイア","斯塔萨菲雅","東方Project","high",""
"1276066","hoto_cocoa","4","3002","保登心愛","保登心爱","ご注文はうさぎですか?","high",""
"1417248","common_raccoon_(kemono_friends)","4","3001","アライグマ","浣熊","けものフレンズ","high",""
"682208","bridget_(guilty_gear)","4","2999","ブリジット","布莉姬","GUILTY GEAR","high",""
"1452972","yorigami_shion","4","2996","依神紫苑","依神紫苑","東方Project","high",""
"1631389","taihou_(kancolle)","4","2992","大鳳","大凤","艦隊これくしょん -艦これ-","high",""
"1768637","miyu_(blue_archive)","4","2992","霞沢ミユ","霞泽美游","ブルーアーカイブ","high",""
"398775","sheryl_nome","4","2983","シェリル・ノーム","雪露·诺姆","マクロスF","medium","中文表記揺れ要確認"
"375279","waver_velvet","4","2981","ウェイバー・ベルベット","韦伯·维尔维特","Fate","high",""
"1919321","plana_(blue_archive)","4","2977","プラナ","普拉娜","ブルーアーカイブ","high",""
"1283598","bronya_zaychik","4","2976","ブローニャ・ザイチク","布洛妮娅·扎伊切克","崩壊3rd","high",""
"1685269","ceres_fauna","4","2971","セレス・ファウナ","塞雷娅斯·法乌娜","ホロライブ","medium","中文表記揺れ要確認"
"1595577","surtr_(arknights)","4","2964","スルト","史尔特尔","アークナイツ","high",""
"411462","aisaka_taiga","4","2963","逢坂大河","逢坂大河","とらドラ!","high",""
