"tag_id","name","category","count","ja_name","zh_name","work_hint","confidence","note"
"1277846","isshiki_iroha","4","875","一色いろは","一色彩羽","やはり俺の青春ラブコメはまちがっている。","high",""
"1386439","iruma_miu","4","875","入間美兎","入间美兔","ダンガンロンパ","high",""
"14899","yamamura_sadako","4","874","山村貞子","山村贞子","リング","high",""
"1816469","izuna_(swimsuit)_(blue_archive)","4","874","久田イズナ（水着）","久田泉奈（泳装）","ブルーアーカイブ","high","衣装差分"
"1211856","kiki_(majo_no_takkyuubin)","4","873","キキ","琪琪","魔女の宅急便","high",""
"623899","shirabe_ako","4","873","調辺アコ","调边亚子","スイートプリキュア♪","high",""
"1680296","nagisa_(blue_archive)","4","873","桐藤ナギサ","桐藤渚","ブルーアーカイブ","high",""
"1822945","grusha_(pokemon)","4","873","グルーシャ","古鲁夏","ポケットモンスター","high",""
"398745","lambdadelta","4","872","ラムダデルタ","拉姆达戴露塔","うみねこのなく頃に","medium","中文表記揺れ要確認"
"467599","takoluka","4","872","たこルカ","章鱼巡音","VOCALOID派生","high",""
"1275714","arare_(kancolle)","4","872","霰","霰","艦隊これくしょん -艦これ-","high",""
"1630704","harukaze_(kancolle)","4","872","春風","春风","艦隊これくしょん -艦これ-","high",""
"1205702","kirishima_touka","4","871","霧嶋董香","雾岛董香","東京喰種","high",""
"1521268","yoshizawa_kasumi","4","871","芳澤かすみ","芳泽霞","ペルソナ5","high",""
"1630508","asakaze_(kancolle)","4","870","朝風","朝风","艦隊これくしょん -艦これ-","high",""
"524044","gekota","4","869","ゲコ太","呱太","とあるシリーズ","high",""
"1439976","kisaragi_(azur_lane)","4","869","如月","如月","アズールレーン","high",""
"1933167","mori_calliope_(1st_costume)","4","869","森カリオペ（初期衣装）","森美声（初始服装）","ホロライブ","high","衣装差分"
"1728033","keqing_(opulent_splendor)_(genshin_impact)","4","869","刻晴（霓裾の舞）","刻晴（霓裾翩跹）","原神","high","衣装差分"
"487247","araragi_tsukihi","4","868","阿良々木月火","阿良良木月火","〈物語〉シリーズ","high",""
"1630999","hiyou_(kancolle)","4","868","飛鷹","飞鹰","艦隊これくしょん -艦これ-","high",""
"8711","prinny","4","867","プリニー","普利尼","魔界戦記ディスガイア","high",""
"1782427","bb_(swimsuit_mooncancer)_(second_ascension)_(fate)","4","867","BB（水着ムーンキャンサー・第二再臨）","BB（泳装MoonCancer第二再临）","Fate","high",""
"1904758","katsuragi_ace_(umamusume)","4","867","カツラギエース","葛城王牌","ウマ娘 プリティーダービー","high",""
"390798","eva_01","4","866","エヴァンゲリオン初号機","新世纪福音战士初号机","新世紀エヴァンゲリオン","high",""
"1270628","natsu_megumi","4","866","奈津恵","奈津惠","ご注文はうさぎですか?","high",""
"422413","altaria","4","865","チルタリス","七夕青鸟","ポケットモンスター","high",""
"455510","cure_peach","4","865","キュアピーチ","桃天使","フレッシュプリキュア!","high",""
"1667168","dinergate_(girls'_frontline)","4","865","ダイナーゲート","兵蚁","ドールズフロントライン","medium","敵ユニット/機械タグ"
"1441570","natsuki_(doki_doki_literature_club)","4","865","ナツキ","夏树","Doki Doki Literature Club!","high",""
"1791907","utsumi_erice","4","865","宇津見エリセ","宇津见绘里世","Fate","high",""
"1551985","sirius_(azure_horizons)_(azur_lane)","4","865","シリアス（青雲映す碧波）","天狼星（碧波青云）","アズールレーン","medium","衣装名の正式表記要確認"
"668055","kohinata_miku","4","864","小日向未来","小日向未来","戦姫絶唱シンフォギア","high",""
"1667171","g36_(girls'_frontline)","4","864","G36","G36","ドールズフロントライン","high",""
"1152270","ibuki_tsubasa","4","863","伊吹翼","伊吹翼","アイドルマスター ミリオンライブ!","high",""
"1379601","guzma_(pokemon)","4","863","グズマ","古兹马","ポケットモンスター","high",""
"1631405","tanikaze_(kancolle)","4","862","谷風","谷风","艦隊これくしょん -艦これ-","high",""
"1768617","scathach_(piercing_bunny)_(fate)","4","862","スカサハ（刺し穿つバニー）","斯卡哈（贯穿兔女郎）","Fate","medium","霊衣/衣装名要確認"
"602083","laura_bodewig","4","861","ラウラ・ボーデヴィッヒ","拉乌拉·博德维希","IS〈インフィニット・ストラトス〉","high",""
"588022","cecilia_alcott","4","860","セシリア・オルコット","塞西莉娅·奥尔卡特","IS〈インフィニット・ストラトス〉","high",""
"1304346","yagen_toushirou","4","860","薬研藤四郎","药研藤四郎","刀剣乱舞","high",""
"1536980","zara_(poolside_coincidence)_(azur_lane)","4","860","ザラ（プールサイドの偶然）","扎拉（池畔的偶遇）","アズールレーン","medium","衣装名の正式表記要確認"
"1786499","artoria_caster_(second_ascension)_(fate)","4","860","アルトリア・キャスター（第二再臨）","阿尔托莉雅·Caster（第二再临）","Fate","high",""
"2063323","amane_kanata_(work)","4","860","天音かなた（作業服）","天音彼方（工作服）","ホロライブ","medium","衣装/表記要確認"
"606793","alastor_(shakugan_no_shana)","4","859","アラストール","亚拉斯托尔","灼眼のシャナ","high",""
