"tag_id","name","category","count","ja_name","zh_name","work_hint","confidence","note"
"1246632","monomi_(danganronpa)","4","1088","モノミ","兔美","ダンガンロンパ","high",""
"1572071","justice_(helltaker)","4","1086","ジャスティス","正义","Helltaker","high",""
"1799499","neru_(bunny)_(blue_archive)","4","1085","美甘ネル（バニーガール）","美甘宁瑠（兔女郎）","ブルーアーカイブ","high","衣装差分"
"1631040","intrepid_(kancolle)","4","1084","Intrepid","无畏","艦隊これくしょん -艦これ-","high",""
"1292136","raphtalia","4","1083","ラフタリア","拉芙塔莉雅","盾の勇者の成り上がり","high",""
"1829693","florian_(pokemon)","4","1083","ハルト","小春","ポケットモンスター","medium","男性主人公名として要確認"
"532519","cure_blossom","4","1082","キュアブロッサム","花蕾天使","ハートキャッチプリキュア!","high",""
"1552816","blaze_(arknights)","4","1082","ブレイズ","煌","アークナイツ","high",""
"1591636","goh_(pokemon)","4","1082","ゴウ","小豪","ポケットモンスター","high",""
"1177793","katou_megumi","4","1079","加藤恵","加藤惠","冴えない彼女の育てかた","high",""
"743241","racing_miku","4","1077","レーシングミク","赛车初音","初音ミク","high","派生/企画衣装"
"1657250","finana_ryugu","4","1077","フィナーナ 竜宮","菲娜娜·龙宫","にじさんじ","medium","中文表記揺れ要確認"
"15840","kos-mos","4","1076","KOS-MOS","KOS-MOS","ゼノサーガ","high",""
"596161","steven_stone","4","1076","ダイゴ","大吾","ポケットモンスター","high",""
"1524996","ifrit_(arknights)","4","1075","イフリータ","伊芙利特","アークナイツ","high",""
"1515527","izumi_mei","4","1075","和泉愛依","和泉爱依","アイドルマスター シャイニーカラーズ","high",""
"705643","ib_(ib)","4","1073","イヴ","Ib","Ib","high",""
"1316824","spider-gwen","4","1073","スパイダーグウェン","蜘蛛格温","Marvel","high",""
"464858","sailor_jupiter","4","1072","セーラージュピター","水手木星","美少女戦士セーラームーン","high","変身後名"
"14569","jill_valentine","4","1072","ジル・バレンタイン","吉尔·瓦伦丁","バイオハザード","high",""
"428743","estellise_sidos_heurassein","4","1072","エステリーゼ・シデス・ヒュラッセイン","艾丝缇莉洁·希德斯·修拉瑟因","テイルズ オブ ヴェスペリア","medium","中文表記揺れ要確認"
"1252365","calem_(pokemon)","4","1071","カルム","卡勒姆","ポケットモンスター","high",""
"1387115","scathach_(swimsuit_assassin)_(fate)","4","1069","スカサハ（水着アサシン）","斯卡哈（泳装Assassin）","Fate","high",""
"1519338","nursery_rhyme_(fate)","4","1068","ナーサリー・ライム","童谣","Fate","high",""
"1241962","kishinami_hakuno_(female)","4","1067","岸波白野（女性）","岸波白野（女性）","Fate/EXTRA","high",""
"1591011","nia_(blade)_(xenoblade)","4","1067","ニア（ブレイド）","尼娅（异刃）","ゼノブレイド2","high","形態タグ"
"664409","sajo_yukimi","4","1064","佐城雪美","佐城雪美","アイドルマスター シンデレラガールズ","high",""
"1243761","tsukumo_yatsuhashi","4","1064","九十九八橋","九十九八桥","東方Project","high",""
"416695","uryuu_ryuunosuke","4","1062","雨生龍之介","雨生龙之介","Fate/Zero","high",""
"1412049","mitake_ran","4","1062","美竹蘭","美竹兰","BanG Dream!","high",""
"1525261","platinum_(arknights)","4","1062","プラチナ","白金","アークナイツ","high",""
"1840092","anis_(nikke)","4","1062","アニス","阿妮斯","NIKKE","high",""
"7583","fukuzawa_yumi","4","1061","福沢祐巳","福泽祐巳","マリア様がみてる","high",""
"186196","winry_rockbell","4","1061","ウィンリィ・ロックベル","温莉·洛克贝尔","鋼の錬金術師","high",""
"1155353","kars_(jojo)","4","1060","カーズ","卡兹","ジョジョの奇妙な冒険","high",""
"445935","flareon","4","1060","ブースター","火伊布","ポケットモンスター","high",""
"1403111","sucy_manbavaran","4","1060","スーシィ・マンババラン","苏西·曼芭芭兰","リトルウィッチアカデミア","high",""
"1229730","makabe_mizuki","4","1059","真壁瑞希","真壁瑞希","アイドルマスター ミリオンライブ!","high",""
"1455448","nagato_(azur_lane)","4","1059","長門","长门","アズールレーン","high",""
"1533061","bernadetta_von_varley","4","1059","ベルナデッタ＝フォン＝ヴァーリ","贝尔娜提塔·冯·瓦立","ファイアーエムブレム","medium","中文表記揺れ要確認"
"1579977","cheshire_(azur_lane)","4","1059","チェシャー","柴郡","アズールレーン","high",""
"376498","zidane_tribal","4","1058","ジタン・トライバル","吉坦·特莱巴尔","FINAL FANTASY IX","high",""
"436529","toon_link","4","1058","トゥーンリンク","卡通林克","ゼルダの伝説","high",""
"664191","tada_riina","4","1058","多田李衣菜","多田李衣菜","アイドルマスター シンデレラガールズ","high",""
"1634596","hoshino_aquamarine","4","1058","星野愛久愛海","星野阿库亚","【推しの子】","high",""
"1350177","violet_evergarden","4","1056","ヴァイオレット・エヴァーガーデン","薇尔莉特·伊芙加登","ヴァイオレット・エヴァーガーデン","high",""
"1531303","swire_(arknights)","4","1056","スワイヤー","诗怀雅","アークナイツ","high",""
"1447950","nearl_(arknights)","4","1053","ニアール","临光","アークナイツ","high",""
"422393","jirachi","4","1052","ジラーチ","基拉祈","ポケットモンスター","high",""
"628623","sorceress_(dragon's_crown)","4","1052","ソーサレス","女巫","ドラゴンズクラウン","medium","職業/クラス名"
"1420954","nakasu_kasumi","4","1051","中須かすみ","中须霞","ラブライブ!虹ヶ咲学園スクールアイドル同好会","high",""
"9687","kula_diamond","4","1049","クーラ・ダイアモンド","库拉·戴雅萌多","ザ・キング・オブ・ファイターズ","high",""
"587354","lux_(league_of_legends)","4","1049","ラックス","拉克丝","League of Legends","high",""
"1631276","roma_(kancolle)","4","1049","Roma","Roma","艦隊これくしょん -艦これ-","high",""
"439063","rachel_alucard","4","1048","レイチェル＝アルカード","蕾琪儿·阿尔卡德","BLAZBLUE","medium","中文表記揺れ要確認"
"701163","kisaragi_shintarou","4","1048","如月伸太郎","如月伸太郎","カゲロウプロジェクト","high",""
"1423942","eris_greyrat","4","1048","エリス・ボレアス・グレイラット","艾莉丝·伯雷亚斯·格雷拉特","無職転生","high",""
"437349","garchomp","4","1045","ガブリアス","烈咬陆鲨","ポケットモンスター","high",""
"1341416","ferry_(granblue_fantasy)","4","1045","フェリ","菲莉","グランブルーファンタジー","high",""
"1344209","roxy_migurdia","4","1045","ロキシー・ミグルディア","洛琪希·米格路迪亚","無職転生","high",""
"1534941","claude_von_riegan","4","1045","クロード＝フォン＝リーガン","库罗德·冯·里刚","ファイアーエムブレム","medium","中文表記揺れ要確認"
"1722586","abigail_williams_(traveling_outfit)_(fate)","4","1045","アビゲイル・ウィリアムズ（旅装）","阿比盖尔·威廉姆斯（旅装）","Fate","high","衣装差分"
"464824","hinaichigo","4","1044","雛苺","雏莓","ローゼンメイデン","high",""
"526169","trunks_(dragon_ball)","4","1042","トランクス","特兰克斯","ドラゴンボール","high",""
"1766156","astolfo_(sailor_paladin)_(fate)","4","1042","アストルフォ（セーラーパラディン）","阿斯托尔福（水手圣骑士）","Fate","medium","霊衣/衣装名要確認"
"1366290","okumura_haru","4","1040","奥村春","奥村春","ペルソナ5","high",""
"382261","subaru_nakajima","4","1039","スバル・ナカジマ","昴·中岛","魔法少女リリカルなのは","high",""
"1631530","collei_(genshin_impact)","4","1039","コレイ","柯莱","原神","high",""
"1645715","zero_(mega_man)","4","1038","ゼロ","杰洛","ロックマン","high",""
"1933137","nakiri_ayame_(1st_costume)","4","1038","百鬼あやめ（初期衣装）","百鬼绫目（初始服装）","ホロライブ","high","衣装差分"
"1443456","takeda_harumi_(shiromanta)","4","1037","武田晴海","武田晴海","先輩がうざい後輩の話","high",""
"1285741","suzukaze_aoba","4","1036","涼風青葉","凉风青叶","NEW GAME!","high",""
"1667166","ro635_(girls'_frontline)","4","1036","RO635","RO635","ドールズフロントライン","high",""
"1790620","clumsy_nun_(diva)","4","1036","ドジっ子シスター","冒失修女","初音ミク Project DIVA","medium","モジュール/衣装タグ"
"1646030","daitaku_helios_(umamusume)","4","1036","ダイタクヘリオス","大拓太阳神","ウマ娘 プリティーダービー","high",""
"402521","meta_knight","4","1035","メタナイト","魅塔骑士","星のカービィ","high",""
"12099","komaki_manaka","4","1034","小牧愛佳","小牧爱佳","ToHeart2","high",""
"1583984","kino_(kino_no_tabi)","4","1034","キノ","奇诺","キノの旅","high",""
"1314604","sakurajima_mai","4","1034","桜島麻衣","樱岛麻衣","青春ブタ野郎シリーズ","high",""
"1241333","sanageyama_uzu","4","1032","猿投山渦","猿投山涡","キルラキル","high",""
"1533059","dorothea_arnault","4","1031","ドロテア＝アールノルト","多萝缇雅·亚尔诺鲁德","ファイアーエムブレム","medium","中文表記揺れ要確認"
"436841","raven_(dc)","4","1029","レイブン","渡鸦","DC Comics","high",""
"1733431","murasame_kai_ni_(kancolle)","4","1029","村雨改二","村雨改二","艦隊これくしょん -艦これ-","high","改二形態"
"13066","okazaki_yumemi","4","1028","岡崎夢美","冈崎梦美","東方Project","high",""
"567695","cheren_(pokemon)","4","1027","チェレン","黑连","ポケットモンスター","high",""
"1318266","clarisse_(granblue_fantasy)","4","1027","クラリス","克拉莉丝","グランブルーファンタジー","high",""
"1479891","rimuru_tempest","4","1027","リムル＝テンペスト","利姆露·坦派斯特","転生したらスライムだった件","high",""
